Oculum Ensaios	Journal	collected from a compatible aggregator		http://periodicos.puc-campinas.edu.br/seer/index.php/oculum
Religion &amp; Communication	Journal	collected from a compatible aggregator		http://rc.journals.isu.ac.ir/
Panorama Cuba y Salud	Journal	collected from a compatible aggregator		http://www.revpanorama.sld.cu/
Journal of Amino Acids	Journal	collected from a compatible aggregator		https://www.hindawi.com/journals/jaa/
JCO Global Oncology	Journal	Not yet registered		https://ascopubs.org/journal/go
Research in Sierra Leone Studies : Weave	Journal	collected from a compatible aggregator		http://weavesl.org/
Архитектон	Journal	collected from a compatible aggregator		http://archvuz.ru/current/
Open Life Sciences	Journal	collected from a compatible aggregator		http://www.degruyter.com/view/j/biol
Particles	Journal	collected from a compatible aggregator		https://www.mdpi.com/journal/particles
Maternal and Child Nutrition	Journal	collected from a compatible aggregator		https://onlinelibrary.wiley.com/journal/17408709
Meritum : Revista de Direito da Universidade FUMEC	Journal	collected from a compatible aggregator		http://www.fumec.br/revistas/index.php/meritum
Revista Iberoamericana de Evaluación Educativa	Journal	collected from a compatible aggregator		https://revistas.uam.es/riee
Journal of Lean Systems	Journal	Not yet registered		http://leansystem.ufsc.br/
Musicology Today	Journal	collected from a compatible aggregator		https://sciendo.com/journal/muso
Ekscentar	Journal	collected from a compatible aggregator		http://hrcak.srce.hr/ekscentar
O Mundo da Saúde	Journal	collected from a compatible aggregator		http://www.saocamilo-sp.br/novo/publicacoes/publicacoes.php
Addiction Neuroscience	Journal	Not yet registered		https://www.journals.elsevier.com/addiction-neuroscience
Historia (Three Rivers)	Journal	collected from a compatible aggregator		http://www.scielo.org.za/scielo.php?script=sci_serial&pid=0018-229X&lng=en&nrm=iso
GeoGebra	Journal	collected from a compatible aggregator		http://ggijro.wordpress.com/
Rasprave Instituta za Hrvatski Jezik i Jezikoslovlje	Journal	collected from a compatible aggregator		http://ihjj.hr/stranica/rasprave-casopis-instituta-za-hrvatski-jezik-i-jezikoslovlje/33/
Aquaculture, Aquarium, Conservation & Legislation	Journal	collected from a compatible aggregator		http://www.bioflux.com.ro/aacl
Sobre México	Journal	collected from a compatible aggregator		https://sobremexico-revista.ibero.mx/index.php/Revista_Sobre_Mexico
Perinatología y Reproducción Humana	Journal	collected from a compatible aggregator		http://perinatologia.mx/index.php
Cuadernos de Desarrollo Rural	Journal	collected from a compatible aggregator		http://cdr.javeriana.edu.co
مجله پزشکی دانشگاه علوم پزشکی تبریز	Journal	Not yet registered		https://mj.tbzmed.ac.ir/FA/
International Journal of Social Sciences &amp; Educational Studies	Journal	collected from a compatible aggregator		https://ijsses.tiu.edu.iq/
Romanian Journal of Military Medicine	Journal	collected from a compatible aggregator		http://www.revistamedicinamilitara.ro/
ReDiPE	Journal	Not yet registered		https://periodicos.unifesspa.edu.br/index.php/ReDiPE/
South African Journal of Sports Medicine	Journal	collected from a compatible aggregator		http://journals.assaf.org.za/index.php/sajsm/index
Catallaxy	Journal	collected from a compatible aggregator		http://catallaxy.pl/
Наносистеми, наноматеріали, нанотехнології	Journal	Not yet registered		https://www.imp.kiev.ua/nanosys
Журнал Белорусского государственного университета: Математика, информатика	Journal	collected from a compatible aggregator		https://journals.bsu.by/index.php/mathematics
Annali Online dell'Università di Ferrara. Sezione Lettere	Journal	Not yet registered		http://annali.unife.it/lettere
Journal für Kulturpflanzen	Journal	collected from a compatible aggregator		https://ojs.openagrar.de/index.php/Kulturpflanzenjournal
International Journal of Comparative Literature and Translation Studies	Journal	collected from a compatible aggregator		http://www.journals.aiac.org.au/index.php/IJCLTS
Optimum Online : Journal of Public Sector Management	Journal	Not yet registered		http://optimumonline.ca/frontpage.phtml
Ortopediâ, Travmatologiâ i Vosstanovitelʹnaâ Hirurgiâ Detskogo Vozrasta	Journal	collected from a compatible aggregator		http://journals.eco-vector.com/index.php/turner/
Journal of Mason Graduate Research	Journal	Not yet registered		http://journals.gmu.edu/jmgr
International Journal of Electrical, Energy and Power System Engineering	Journal	Not yet registered		https://ijeepse.id/
Financial Theory and Practice	Journal	collected from a compatible aggregator		http://www.fintp.hr/
Headache Medicine	Journal	collected from a compatible aggregator		http://headachemedicine.com.br
Uniletras	Journal	collected from a compatible aggregator		https://revistas2.uepg.br/index.php/uniletras
Sociobiology	Journal	collected from a compatible aggregator		http://periodicos.uefs.br/index.php/sociobiology/
Journal of Women's Health and Gynecology	Journal	collected from a compatible aggregator		http://www.jscholaronline.org/journals/journal-of-womens-health-and-gynecology/jhome.php
International Journal of Lightweight Materials and Manufacture	Journal	collected from a compatible aggregator		http://www.keaipublishing.com/en/journals/international-journal-of-lightweight-materials-and-manufacture/
Fikrah: Jurnal Ilmu Aqidah dan Studi Keagamaan	Journal	collected from a compatible aggregator		http://journal.stainkudus.ac.id/index.php/Fikrah/index
Educación y Vínculos	Journal	collected from a compatible aggregator		http://pcient.uner.edu.ar/EyV
Asian Journal of Biological and Life Sciences	Journal	collected from a compatible aggregator		http://www.pbsjournals.com/ajbls
Comparative Cultural Studies	Journal	Not yet registered		https://oajournals.fupress.net/index.php/ccselap/index
Acta Judicial	Journal	collected from a compatible aggregator		http://www.letradosdejusticia.es/revistaactajudicial/index.php/raj/index
Revista da Faculdade de Direito da UERJ	Journal	collected from a compatible aggregator		http://www.e-publicacoes.uerj.br/index.php/rfduerj/index
راهبرد مدیریت مالی	Journal	collected from a compatible aggregator		http://jfm.alzahra.ac.ir/
Asia &amp; the Pacific Policy Studies	Journal	collected from a compatible aggregator		http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2050-2680
Open Civil Engineering Journal	Journal	collected from a compatible aggregator		http://www.bentham.org/open/tociej/
Nineteenth-Century Gender Studies	Journal	Not yet registered		http://www.ncgsjournal.com/
Thrombosis Journal	Journal	collected from a compatible aggregator		https://thrombosisjournal.biomedcentral.com
Journal of PharmaSciTech	Journal	collected from a compatible aggregator		http://www.pharmascitech.in
Humanities and Social Sciences	Journal	collected from a compatible aggregator		http://hss.prz.edu.pl/en/
Rekayasa	Journal	collected from a compatible aggregator		https://journal.trunojoyo.ac.id/rekayasa
Physics Communication	Journal	collected from a compatible aggregator		https://journal.unnes.ac.id/nju/index.php/pc
Kościół i Prawo	Journal	collected from a compatible aggregator		http://czasopisma.tnkul.pl/index.php/kip/index
Jurnal Pengabdian Dharma Laksana	Journal	collected from a compatible aggregator		http://openjournal.unpam.ac.id/index.php/jpdl
BioPsychoSocial Medicine	Journal	collected from a compatible aggregator		https://bpsmedicine.biomedcentral.com/
Revista Justicia y Derecho	Journal	collected from a compatible aggregator		https://revistas.uautonoma.cl/index.php/rjyd
Hepatitis Monthly	Journal	collected from a compatible aggregator		http://www.hepmon.ir
Journal Sampurasun	Journal	collected from a compatible aggregator		https://journal.unpas.ac.id/index.php/sampurasun
Advances in Biology	Journal	collected from a compatible aggregator		https://www.hindawi.com/journals/ab/
Journal of Applied Economics and Business	Journal	Not yet registered		http://www.aebjournal.org/index.php/journal/index
Studies in 20th &amp; 21st Century Literature	Journal	collected from a compatible aggregator		http://newprairiepress.org/sttcl/
Tafkir	Journal	Not yet registered		https://pasca.jurnalikhac.ac.id/index.php/tijie/index
Beoiberistika	Journal	collected from a compatible aggregator		http://beoiberistica.fil.bg.ac.rs
Journal of Historical Syntax	Journal	collected from a compatible aggregator		http://historicalsyntax.org
The School of Public Policy Publications	Journal	collected from a compatible aggregator		https://journalhosting.ucalgary.ca/index.php/sppp/index
Human Remains and Violence	Journal	collected from a compatible aggregator		https://www.manchesteropenhive.com/view/journals/hrv/hrv-overview.xml
Frontiers in Marine Science	Journal	collected from a compatible aggregator		http://www.frontiersin.org/Marine_Science
Sir Syed Journal of Education &amp; Social Research	Journal	collected from a compatible aggregator		https://sjesr.org.pk/
Dirosat: Journal of Islamic Studies	Journal	collected from a compatible aggregator		http://ejournal.idia.ac.id/index.php/dirosat/index
Diacritica	Journal	Not yet registered		https://diacritica.it/
Jurnal Riset Akuntansi Terpadu	Journal	collected from a compatible aggregator		http://jurnal.untirta.ac.id/index.php/JRAT/index
Revista EDaPECI: Educação a Distância e Práticas Educativas Comunicacionais e Interculturais	Journal	collected from a compatible aggregator		https://seer.ufs.br/index.php/edapeci
Clinical and Research Journal in Internal Medicine	Journal	Not yet registered		https://crjim.ub.ac.id/index.php/crjim/about
Massekultur &amp; Medier	Journal	collected from a compatible aggregator		http://ojs.statsbiblioteket.dk/index.php/masmed/index
Університети і лідерство	Journal	collected from a compatible aggregator		https://ul-journal.org/
Faṣlnāmah-i Pizhūhish-i Huqūq-i Khuṣūṣī	Journal	collected from a compatible aggregator		http://jplr.atu.ac.ir/
Keberlanjutan	Journal	collected from a compatible aggregator		http://openjournal.unpam.ac.id/index.php/keberlanjutan/index
Общая реаниматология	Journal	collected from a compatible aggregator		http://www.reanimatology.com
Health, Culture and Society	Journal	collected from a compatible aggregator		http://hcs.pitt.edu
Journal for the Study of Religions and Ideologies	Journal	collected from a compatible aggregator		http://www.jsri.ro/
Neurointervention	Journal	collected from a compatible aggregator		https://neurointervention.org/
Dixit	Journal	collected from a compatible aggregator		http://revistas.ucu.edu.uy/index.php/revistadixit
Revista Educação em Debate	Journal	collected from a compatible aggregator		http://www.periodicosfaced.ufc.br/index.php/educacaoemdebate/index
Perichoresis: The Theological Journal of Emanuel University	Journal	collected from a compatible aggregator		https://sciendo.com/journal/PERC
Kerala Journal of Ophthalmology	Journal	collected from a compatible aggregator		http://www.kjophthal.com
Small Business International Review	Journal	collected from a compatible aggregator		https://sbir.upct.es
Revista Brasileira de Plantas Medicinais	Journal	collected from a compatible aggregator		http://www.scielo.br/scielo.php?script=sci_serial&amp;pid=1516-0572&amp;lng=en&amp;nrm=iso
Improvement: Jurnal Ilmiah Untuk Peningkatan Mutu Manajemen Pendidikan	Journal	collected from a compatible aggregator		http://journal.unj.ac.id/unj/index.php/improvement/index
Classica Cracoviensia	Journal	collected from a compatible aggregator		https://journals.akademicka.pl/cc
Revista da Escola de Enfermagem da USP	Journal	collected from a compatible aggregator		http://www.scielo.br/scielo.php?script=sci_serial&amp;pid=0080-6234&amp;lng=en&amp;nrm=iso
History of Geo- and Space Sciences	Journal	collected from a compatible aggregator		http://www.history-of-geo-and-space-sciences.net
Записки з українського мовознавства	Journal	collected from a compatible aggregator		http://zum.onu.edu.ua
Amwaluna: Jurnal Ekonomi dan Keuangan Syariah	Journal	collected from a compatible aggregator		http://ejournal.unisba.ac.id/index.php/amwaluna
Journal of Applied Technology in Environmental Sanitation	Journal	Not yet registered		http://www.trisanita.org/jates/index.html
Theological Librarianship	Journal	collected from a compatible aggregator		https://serials.atla.com/theolib
Nota Bene : Canadian Undergraduate Journal of Musicology	Journal	collected from a compatible aggregator		http://ir.lib.uwo.ca/notabene/
Maszyny Górnicze	Journal	collected from a compatible aggregator		https://komag.eu/wydawnictwa/maszyny-gornicze
Culture and Society : Journal of Social Research	Journal	collected from a compatible aggregator		http://culturesociety.vdu.lt/
Researches in Mathematics	Journal	collected from a compatible aggregator		https://vestnmath.dnu.dp.ua
Journal of Asymmetry	Journal	Not yet registered		http://www.j-asymmetry.com
Breast Cancer: Basic and Clinical Research	Journal	collected from a compatible aggregator		https://journals.sagepub.com/home/bcb
JCSM Rapid Communications	Journal	collected from a compatible aggregator		https://onlinelibrary.wiley.com/journal/26171619
Journal of Turkish Science Education	Journal	collected from a compatible aggregator		http://www.tused.org
Jurnal Dinamika Manajemen	Journal	collected from a compatible aggregator		http://journal.unnes.ac.id/nju/index.php/jdm
Journal of Noncommutative Geometry	Journal	Not yet registered		https://ems.press/journals/jncg
Revista Dental Press de Ortodontia e Ortopedia Facial	Journal	collected from a compatible aggregator		http://www.scielo.br/scielo.php?script=sci_serial&amp;pid=1415-5419&amp;lng=en&amp;nrm=iso
Critical Questions in Education	Journal	Not yet registered		http://academyforeducationalstudies.org/journals/journal/
ISRN Polymer Science	Journal	collected from a compatible aggregator		https://www.hindawi.com/journals/isrn.polymer.science/
Journal of Experimental Orthopaedics	Journal	collected from a compatible aggregator		https://jeo-esska.springeropen.com/
3C Tecnología	Journal	collected from a compatible aggregator		http://www.3ciencias.com/revistas/categoria/tecnologia/
Literacy Trek	Journal	collected from a compatible aggregator		https://dergipark.org.tr/literacytrek
New York Journal of Mathematics	Journal	collected from a compatible aggregator		https://nyjm.albany.edu
Cognitio	Journal	collected from a compatible aggregator		https://www.cognitio-zeitschrift.ch/
Poslovna Izvrsnost	Journal	collected from a compatible aggregator		https://businessexcellence.net.efzg.hr/
Мовні і концептуальні картини світу	Journal	Not yet registered		http://mova.knu.ua/
The ESPecialist: Research in Language for Specific Purposes	Journal	collected from a compatible aggregator		http://revistas.pucsp.br/index.php/esp
História da Historiografia	Journal	collected from a compatible aggregator		https://www.historiadahistoriografia.com.br
Unesa Journal of Chemical Education	Journal	collected from a compatible aggregator		http://ejournal.unesa.ac.id/index.php/journal-of-chemical-education/
Foro de Educación	Journal	collected from a compatible aggregator		http://www.forodeeducacion.com/
Revista Electrónica Formación y Calidad Educativa	Journal	collected from a compatible aggregator		http://www.refcale.uleam.edu.ec/index.php/refcale/about
Doklady Belorusskogo gosudarstvennogo universiteta informatiki i radioèlektroniki	Journal	collected from a compatible aggregator		https://doklady.bsuir.by/
Tesis Psicológica	Journal	collected from a compatible aggregator		http://www.redalyc.org/revista.oa?id=1390
Aurora: papeles del Seminario María Zambrano	Journal	collected from a compatible aggregator		http://www.raco.cat/index.php/Aurora/index
Pubvet	Journal	collected from a compatible aggregator		http://blog.pubvet.com.br/
Review of Economics & Finance	Journal	collected from a compatible aggregator		http://www.bapress.ca/ref.php
Revista Teknokultura	Journal	collected from a compatible aggregator		http://revistas.ucm.es/index.php/TEKN
Procesos Históricos	Journal	collected from a compatible aggregator		http://www.saber.ula.ve/procesoshistoricos/
Культура України	Journal	collected from a compatible aggregator		http://ku-khsac.in.ua
Hydra : Interdisciplinary Journal of Social Sciences	Journal	Not yet registered		http://journals.ed.ac.uk/hydra
Письма в Вавиловский журнал генетики и селекции	Journal	collected from a compatible aggregator		http://pismavavilov.ru/
Psikodimensia: Kajian Ilmiah Psikologi	Journal	collected from a compatible aggregator		http://journal.unika.ac.id/index.php/psi
IZA Journal of European Labor Studies	Journal	collected from a compatible aggregator		http://www.izajoels.com/
International Journal of Medical Dentistry	Journal	collected from a compatible aggregator		http://www.ijmd.ro
Revista de Sistemas, Cibernética e Informática	Journal	collected from a compatible aggregator		http://www.iiisci.org/journal/risci/
Informing Science The International Journal of an Emerging Transdiscipline	Journal	collected from a compatible aggregator		http://inform.nu/
Mundo Agrario	Journal	collected from a compatible aggregator		https://www.mundoagrario.unlp.edu.ar/
Asia-Pacific Journal of Information Technology and Multimedia	Journal	collected from a compatible aggregator		https://www.ukm.my/apjitm
Cadernos de Informação Jurídica	Journal	collected from a compatible aggregator		http://www.cajur.com.br
Open Access Journal of Medicinal and Aromatic Plants	Journal	collected from a compatible aggregator		http://epubs.icar.org.in/ejournal/index.php/JMAP
Jurnal Akuntansi dan Keuangan	Journal	collected from a compatible aggregator		http://jurnalakuntansi.petra.ac.id/
Romanian Journal of Infectious Diseases	Journal	collected from a compatible aggregator		https://rjid.com.ro/
Wolverhampton Law Journal	Journal	Not yet registered		https://www.wlv.ac.uk/research/institutes-and-centres/law-research-centre/wolverhampton-law-journal/
Plant, Soil and Environment	Journal	collected from a compatible aggregator		https://pse.agriculturejournals.cz/
Historika : Studi di Storia Greca e Romana	Journal	collected from a compatible aggregator		http://www.ojs.unito.it/index.php/historika
Museologia e Patrimônio	Journal	collected from a compatible aggregator		http://revistamuseologiaepatrimonio.mast.br/index.php/ppgpmus
Advances in Human Biology	Journal	collected from a compatible aggregator		http://www.aihbonline.com
Bumi Lestari	Journal	collected from a compatible aggregator		http://ojs.unud.ac.id/index.php/blje/index
Mitteilungen der Vereinigung Österreichischer Bibliothekarinnen und Bibliothekare	Journal	collected from a compatible aggregator		https://journals.univie.ac.at/index.php/voebm/
Ciencias Administrativas	Journal	collected from a compatible aggregator		https://revistas.unlp.edu.ar/CADM
Australian Journal of Crop Science	Journal	collected from a compatible aggregator		http://www.cropj.com/
Journal of Interventional Medicine	Journal	collected from a compatible aggregator		http://www.keaipublishing.com/en/journals/journal-of-interventional-medicine/
The Asia Pacific Scholar	Journal	collected from a compatible aggregator		https://medicine.nus.edu.sg/taps/
Opticon1826	Journal	collected from a compatible aggregator		http://opticon1826.com/
Jurnal Islam Nusantara	Journal	collected from a compatible aggregator		http://jurnalnu.com/new/index.php/as/index
Nordic Journal of Digital Literacy	Journal	collected from a compatible aggregator		https://www.idunn.no/dk
Acta Universitatis Danubius: Relationes Internationales	Journal	collected from a compatible aggregator		https://dj.univ-danubius.ro/index.php/AUDRI
ICCT Research Papers	Journal	collected from a compatible aggregator		https://icct.nl/icctjournal/
Journal of Information Technology and Applications	Journal	Not yet registered		http://140.126.5.184/Jita_web/index.htm
Revista Trabalho, Política e Sociedade	Journal	collected from a compatible aggregator		http://costalima.ufrrj.br/index.php/RTPS/index
Judgment and Decision Making	Journal	collected from a compatible aggregator		https://www.cambridge.org/core/journals/judgment-and-decision-making
African Journal of Inter-Multidisciplinary Studies	Journal	collected from a compatible aggregator		https://journals.dut.ac.za/index.php/ajims
Revista Brasileira de Inovação	Journal	collected from a compatible aggregator		https://periodicos.sbu.unicamp.br/ojs/index.php/rbi/index
Журнал микробиологии, эпидемиологии и иммунобиологии	Journal	collected from a compatible aggregator		https://microbiol.crie.ru/jour
Asean Marketing Journal	Journal	collected from a compatible aggregator		http://journal.ui.ac.id/index.php/amj
Boletim Entre SIS	Journal	collected from a compatible aggregator		http://online.unisc.br/acadnet/anais/index.php/boletimsis/index
Sibirica	Journal	collected from a compatible aggregator		https://www.berghahnjournals.com/view/journals/sibirica/sibirica-overview.xml
Reflexão	Journal	Not yet registered		https://seer.sis.puc-campinas.edu.br/reflexao/index
Cancer Reports	Journal	collected from a compatible aggregator		https://onlinelibrary.wiley.com/journal/25738348
Journal of Water and Climate Change	Journal	collected from a compatible aggregator		https://iwaponline.com/jwcc
Revista Diálogos Mediterrânicos	Journal	collected from a compatible aggregator		http://www.dialogosmediterranicos.com.br
Frontiers in Medicine	Journal	collected from a compatible aggregator		http://www.frontiersin.org/medicine
Frontiers in Endocrinology	Journal	collected from a compatible aggregator		http://www.frontiersin.org/endocrinology
Anclajes	Journal	Not yet registered		http://www.scielo.org.ar/scielo.php?script=sci_serial&pid=1851-4669&lng=es&nrm=iso
Breast	Journal	collected from a compatible aggregator		https://www.journals.elsevier.com/the-breast
Дискурс Пи	Journal	collected from a compatible aggregator		http://madipi.ru/
Geography Notebooks	Journal	collected from a compatible aggregator		https://www.ledonline.it/index.php/geography-notebooks
Política Criminal	Journal	collected from a compatible aggregator		http://www.politicacriminal.cl/index.php
Historical Informatics	Journal	collected from a compatible aggregator		http://en.nbpublish.com/e_istinf/
Jurnal Siasat Bisnis	Journal	collected from a compatible aggregator		http://journal.uii.ac.id/index.php/JSB
Egyptian Journal of Pediatric Allergy and Immunology	Journal	collected from a compatible aggregator		http://www.espai-eg.org/journal.htm
Proceedings of the Estonian Academy of Sciences	Journal	collected from a compatible aggregator		https://eap.ee/proceedings/
JIMD Reports	Journal	collected from a compatible aggregator		https://onlinelibrary.wiley.com/journal/21928312
CONHISREMI	Journal	collected from a compatible aggregator		http://conhisremi.iuttol.edu.ve
Nephrology @ Point of Care	Journal	collected from a compatible aggregator		http://journals.sagepub.com/home/NPC
Revista de Ingeniería Sísmica	Journal	collected from a compatible aggregator		http://www.redalyc.org/revista.oa?id=618
Polymer Testing	Journal	collected from a compatible aggregator		https://www.journals.elsevier.com/polymer-testing
TH Wildau Engineering and Natural Sciences Proceedings	Journal	collected from a compatible aggregator		https://www.tib-op.org/ojs/index.php/th-wildau-ensp/index
Advances in Preventive Medicine	Journal	collected from a compatible aggregator		https://www.hindawi.com/journals/apm/
Chinese Neurosurgical Journal	Journal	collected from a compatible aggregator		https://cnjournal.biomedcentral.com/
Journal of Regional Medical Campuses	Journal	collected from a compatible aggregator		https://pubs.lib.umn.edu/index.php/jrmc/index
The Journal of Qazvin University of Medical Sciences	Journal	collected from a compatible aggregator		http://journal.qums.ac.ir
Iraqi Journal of Public Health	Journal	collected from a compatible aggregator		http://www.jocms.org/index.php/ijph
Acta Otorhinolaryngologica Italica	Journal	collected from a compatible aggregator		https://www.actaitalica.it
Jurnal Pendidikan Islam	Journal	collected from a compatible aggregator		http://jurnaljpi.com/index.php/JPI/index
Bulletin of Mathematical Sciences	Journal	Not yet registered		http://www.springer.com/13373
Electronic Journal of Boundary Elements (EJBE)	Journal	collected from a compatible aggregator		http://ejbe.libraries.rutgers.edu/index.php/ejbe
BioMedInformatics	Journal	collected from a compatible aggregator		https://www.mdpi.com/journal/biomedinformatics
Gastroenterology Review	Journal	collected from a compatible aggregator		https://www.termedia.pl/Journal/Przeglad_Gastroenterologiczny-41/Info
Research in Arts and Education	Journal	Not yet registered		https://journal.fi/rae
SFU Educational Review	Journal	collected from a compatible aggregator		http://www.sfuedreview.org
Journal of Mashhad Dental School	Journal	collected from a compatible aggregator		http://jmds.mums.ac.ir/
Annals of Philosophy, Social and Human Disciplines	Journal	collected from a compatible aggregator		http://www.fig.usv.ro/socio-umane/index.html
Chemical Science Transactions	Journal	collected from a compatible aggregator		http://www.e-journals.in
ISRN Robotics	Journal	collected from a compatible aggregator		https://www.hindawi.com/journals/isrn.robotics/
European Journal of Cardiovascular Medicine	Journal	collected from a compatible aggregator		http://www.healthcare-bulletin.com/journals/cardiovascular-medicine/the-european-journal-of-cardiovascular-medicine/
Ecología en Bolivia	Journal	collected from a compatible aggregator		http://www.scielo.org.bo/scielo.php?script=sci_serial&lng=es&pid=1605-2528&nrm=iso
Shipin yu jixie	Journal	Not yet registered		http://www.ifoodmm.com/spyjxen/home
Animal Nutrition	Journal	collected from a compatible aggregator		http://www.keaipublishing.com/en/journals/animal-nutrition/
Journal of Otorhinolaryngology, Hearing and Balance Medicine	Journal	collected from a compatible aggregator		https://www.mdpi.com/journal/ohbm
International Journal of Caring Sciences	Journal	collected from a compatible aggregator		http://www.internationaljournalofcaringsciences.org/
Mizan Law Review	Journal	collected from a compatible aggregator		http://www.ajol.info/index.php/mlr
Dharma Raflesia	Journal	collected from a compatible aggregator		https://ejournal.unib.ac.id/index.php/dharmaraflesia/index
Novel Research in Microbiology Journal	Journal	collected from a compatible aggregator		https://nrmj.journals.ekb.eg/
Revista de Neuro-Psiquiatría	Journal	collected from a compatible aggregator		https://revistas.upch.edu.pe/index.php/RNP/about
Fauna Norvegica	Journal	collected from a compatible aggregator		http://www.ntnu.no/ojs/index.php/fauna_norvegica
Arktika: Èkologiâ i Èkonomika	Journal	collected from a compatible aggregator		http://eng.arctica-ac.ru
Critical Literary Studies	Journal	Not yet registered		https://cls.uok.ac.ir/
Jurnal Kesehatan Lingkungan	Journal	collected from a compatible aggregator		https://e-journal.unair.ac.id/JKL
Intersaberes	Journal	collected from a compatible aggregator		https://www.uninter.com/intersaberes/index.php/revista
Enl@ce	Journal	collected from a compatible aggregator		http://www.produccioncientifica.luz.edu.ve/index.php/enlace
Materials Research Letters	Journal	collected from a compatible aggregator		https://www.tandfonline.com/journals/tmrl
British Art Studies	Journal	collected from a compatible aggregator		http://www.britishartstudies.ac.uk
Materials Structure	Journal	collected from a compatible aggregator		http://www.xray.cz/ms
Archeologia Polski	Journal	collected from a compatible aggregator		https://journals.iaepan.pl/apol/index
Sabiad	Journal	Not yet registered		https://iupress.istanbul.edu.tr/en/journal/jarhs/home
Berkala Kedokteran	Journal	collected from a compatible aggregator		https://ppjp.ulm.ac.id/journal/index.php/jbk
Journal of Groundwater Science and Engineering	Journal	Not yet registered		http://gwse.iheg.org.cn
Pediatric Hematology Oncology Journal	Journal	collected from a compatible aggregator		http://www.journals.elsevier.com/pediatric-hematology-oncology-journal/
Singapore Journal of Library & Information Management	Journal	Not yet registered		http://www.las.org.sg/wp/resources/publications/sjlim1/
International Journal on Electrical Engineering and Informatics	Journal	collected from a compatible aggregator		http://www.ijeei.org/
Asian Journal of Shipping and Logistics	Journal	collected from a compatible aggregator		http://www.journals.elsevier.com/the-asian-journal-of-shipping-and-logistics/
Architecture, Civil Engineering, Environment	Journal	Not yet registered		https://sciendo.com/journal/ACEE?tab=-aims-scope
International Journal of Social Pedagogy	Journal	collected from a compatible aggregator		https://www.uclpress.co.uk/pages/international-journal-of-social-pedagogy
Revista Histedbr On-line	Journal	collected from a compatible aggregator		https://periodicos.sbu.unicamp.br/ojs/index.php/histedbr
Community Development Journal	Journal	Not yet registered		https://journal2.unusa.ac.id/index.php/CDJ
Publicación Electrónica de la Asociación Paleontológica Argentina	Journal	collected from a compatible aggregator		http://www.peapaleontologica.org.ar/index.php/peapa
Ecology, Economy and Society – The INSEE Journal	Journal	collected from a compatible aggregator		https://ecoinsee.org/journal/ojs/index.php/ees/index
Jurnal DinamikA	Journal	Not yet registered		https://jurnal.iainsalatiga.ac.id/index.php/dinamika/index
Aging Medicine	Journal	collected from a compatible aggregator		https://onlinelibrary.wiley.com/journal/24750360
Computational Intelligence and Neuroscience	Journal	collected from a compatible aggregator		https://www.hindawi.com/journals/cin/
Chironomus Newsletter on Chironomidae Research	Journal	collected from a compatible aggregator		http://www.ub.ntnu.no/journals/chironomus/
Frontiers in Neurorobotics	Journal	collected from a compatible aggregator		http://www.frontiersin.org/neurorobotics
Revista Médica de la Universidad de Costa Rica	Journal	collected from a compatible aggregator		http://revistas.ucr.ac.cr/index.php/medica
Terapia Psicológica	Journal	collected from a compatible aggregator		http://www.redalyc.org/revista.oa?id=785
TRANS : Transcultural Music Review	Journal	Not yet registered		http://www.sibetrans.com/trans/
Concepts in Magnetic Resonance: Part A, Bridging Education and Research	Journal	collected from a compatible aggregator		https://www.hindawi.com/journals/cmra/
Revista Eletrônica Casa de Makunaima	Journal	collected from a compatible aggregator		https://periodicos.uerr.edu.br/index.php/casa_de_makunaima
Journal of Business Accounting and Finance Perspectives	Journal	collected from a compatible aggregator		https://jbafp.jams.pub/
Journal of Financial Management, Markets and Institutions	Journal	Not yet registered		https://www.worldscientific.com/worldscinet/jfmmi
Ateliê Geográfico	Journal	collected from a compatible aggregator		http://www.revistas.ufg.br/index.php/atelie/index
PsychTech &amp; Health Journal	Journal	Not yet registered		http://www.psychtech-journal.com/
Postępy Mikrobiologii	Journal	collected from a compatible aggregator		https://sciendo.com/journal/AM
Conatus - Journal of Philosophy	Journal	Not yet registered		http://www.conatus.philosophy.uoa.gr/
Teknika: Engineering and Sains Journal	Journal	collected from a compatible aggregator		http://e-journal.umaha.ac.id/index.php/teknika
Ingeniería Hidráulica y Ambiental	Journal	Not yet registered		http://revistascientificas.cujae.edu.cu/Default.asp
Horyzonty Polityki	Journal	collected from a compatible aggregator		https://horyzonty.ignatianum.edu.pl/index.php/HP
Developments in the Built Environment	Journal	collected from a compatible aggregator		https://www.journals.elsevier.com/developments-in-the-built-environment/
Levantine Review	Journal	collected from a compatible aggregator		http://ejournals.bc.edu/ojs/index.php/levantine/index
Nepalese Medical Journal	Journal	collected from a compatible aggregator		http://www.nepjol.info/index.php/nmj
Revista Argentina de Dermatología	Journal	collected from a compatible aggregator		http://www.scielo.org.ar/scielo.php?script=sci_serial&amp;pid=1851-300X&amp;lng=es&amp;nrm=iso
Rosetta	Journal	Not yet registered		http://www.rosetta.bham.ac.uk/
Revista Direito Ambiental e Sociedade	Journal	collected from a compatible aggregator		http://www.ucs.br/etc/revistas/index.php/direitoambiental/index
Diritto Penale e Uomo	Journal	Not yet registered		https://dirittopenaleuomo.org/
پژوهش حسابداری	Journal	collected from a compatible aggregator		http://ijar.alzahra.ac.ir/
